text,sentiment
28deg c in here all this tech in my room does have the major downside of a lot of heat doesnt help its hot outside 2,negative
wow the last hour of twittering that ive been doing has yet to be sent over to twitter  guys bare w me,negative
squabbling with people over the internet is great for my tumblarity but bad for my ego when they have more internet friends than me,neutral
 will do hun yes yes,neutral
_leigh thank you  just trying to stay in a positive head space to keep pushing through it all hows things at your end,positive
exam is commmmmiinnnnnggggggg ,neutral
enjoyed this week off work back next week,positive
 im come and try to find you and be your fan too,positive
 hey i know ya dont know me but i wanted to say yopu have helped me a lot i was over in iraq and i wanted to thank you,positive
feeling very tierd too much college work,negative
mmmreconsituted meat products and weekold veggiesgotta love that rehydrated warm milk for breakfast,positive
 oh no  say it aint so,negative
 i hope he does  join  and youll find one,neutral
thank god for some overcast and ivory trying to get my mom to take me out to lunch egh doesnt look like its gonna work,positive
  cant thank you enough who is nitin between,positive
  sadly we were too late for traceycakes but we got them elsewhere not the same but still yummy tea w wee on wknd,neutral
 well piss on that i cant get into their site  work nor does it come thru on my phone,negative
httptwitpiccom670ar  this is post guitar hero  kicking,negative
 i dont like kde since ver 40 its like vista  fail,negative
just woke up making breakfast,neutral
httptwitpiccom67fue  my formerly pretty car,neutral
just thought about my hubby being deployed n now i got the blues  i need a stiff drink but im breastfeeding so no booze for me  ugh,neutral
i need some motivation in my life oh and some love would be nice too,positive
 welcome,positive
i cant wait to start my weekend im so sick of working i have to selfmedicate and im fresh out of herb,negative
_itx no credits for me unfortunately,negative
 its ugly and gray outside even in san diego not too cold will get to 70 but maygray junegloom for us all,negative
 i so know what you mean,neutral
cookies are good,positive
 he loved it so happy birthday   he said you sounded like a mixture of john lennon chrissie hynde and janis joplin,positive
_griffiths there was a good atmos i decided to stay til closing very funny,positive
  supporting superfly all the way,positive
 i would lime them or lemon  and deal sounds fabulous to me  text me up when youre back,positive
why dont you make me feel like you used to,negative
 how about we start with a true franchise online mode dynasty was huge madden online league not so much,neutral
 im having trouble finding really yummy egg free icecream   favoriteicecream  got any recommendations anyone,neutral
on my tea break  cant wait to drive home tonite,neutral
is watching mock the week and is slowing cooking,neutral
 unfortunately i didnt leave the house in time,negative
is twubbing again,neutral
when da heck will the garage man get here i ask you when,negative
ok i feel like i need to cry now  i cant believe that in less than 2 years ill be walking across the stage to get a high school diploma,neutral
just got a ipod touch  downloading apps for it now,neutral
hey hey happy mothers day  httpplurkcompsvwii,positive
   lol on friday its now saturday here lol im in australia,neutral
_alfradique no fun   well hopefully you dont have much more to go,positive
night all im trying to get to bed early for oncewell as early as 140 can be for a normal person,neutral
mothers daylove you madre   chels tonight cant wait for her to see her present,positive
conference call with hp  they gave me an invalid pass code so i cant attend,negative
 its 337 am i am going to sleep now but i be back up in 4 hourslol good night,neutral
what are some good places to eat in los angeles want to try something different today,neutral
 fuze was giving away capes at komens race for the cure today and id always love a hug from you hun,positive
im suppose to get up to go find sumthin to wear tomorrow but i cant get up,neutral
my 3yo just woke and groggily walked over to my office  is now sleeping in my lap,neutral
the lab informs me the logic board is dead as well it is farking expensive to replace i dont know what to do  mypowerbookg4rip,negative
we just hit 10000 views on myspace thanks everyone,positive
still sick  bout to play some ps3 till the laker game starts,neutral
it will be my second year that i will not be there,neutral
eatin dinna herd tom brady not movin 2 fast,neutral
im not ready for my baby to be 3 tomorrow  she is growing so fast,positive
i woke up this morning thinking it is saturday,neutral
 i have both her cds and know them both by heart really tal you think you can intro me to country music,neutral
 glad you like it  took around 2 and a half hours would have been less but i kept stopping for food breaks haha  i was,neutral
last class at 1030 one final tomorrow and 2 finals on friday,neutral
lao mein and spanikopita haha you would have to be here to know,positive
 ps wish i were coming tonight,negative
i hate feeling like this about him  i need a break away from everyone as soon as exams are over im defo off to portsmouth for a bit,negative
